rownames,gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
136007,male,cauc,1979 Q4,small,small,,,413.0,505.0,,,459.0,518.0,,,free,free,,,rural,rural,,,bachelor,master,,,level1,level1,,,8.0,14.0,,,cauc,cauc,,,6.0,6.0,,,8.0,8.0,,
136027,female,afam,1979 Q3,,,,small,,,,,,,,,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,11.0,,,,cauc,,,,11.0,,,,15.0
136044,male,afam,1980 Q2,regular+aide,regular,,,416.0,431.0,,,439.0,451.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,apprentice,probation,,,0.0,0.0,,,cauc,cauc,,,11.0,11.0,,,32.0,32.0,,
136059,male,cauc,1980 Q3,regular+aide,regular,regular,,414.0,483.0,517.0,,454.0,510.0,500.0,,free,free,non-free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,level1,apprentice,,13.0,7.0,1.0,,cauc,cauc,cauc,,33.0,33.0,33.0,,67.0,67.0,67.0,
136070,female,afam,1979 Q4,small,,,,463.0,,,,520.0,,,,non-free,,,,inner-city,,,,master,,,,level1,,,,8.0,,,,cauc,,,,11.0,,,,28.0,,,
136096,male,cauc,1980 Q1,regular,regular,regular,regular,500.0,579.0,622.0,647.0,513.0,553.0,626.0,667.0,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level3,level1,level1,level1,16.0,5.0,31.0,8.0,cauc,cauc,cauc,cauc,34.0,34.0,34.0,34.0,68.0,68.0,68.0,68.0
136112,male,cauc,1980 Q1,regular+aide,regular,regular,regular,405.0,536.0,627.0,610.0,484.0,567.0,639.0,642.0,non-free,free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,master,level1,level1,apprentice,level1,5.0,12.0,1.0,18.0,cauc,cauc,cauc,cauc,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0
136128,male,cauc,1980 Q1,regular+aide,,,,403.0,,,,439.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,6.0,,,,cauc,,,,35.0,,,,69.0,,,
136145,male,afam,1979 Q1,regular,regular+aide,regular+aide,regular+aide,437.0,492.0,,,506.0,549.0,,,free,free,free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,15.0,9.0,8.0,0.0,cauc,cauc,cauc,cauc,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
136158,male,afam,1979 Q2,,small,,,,462.0,,,,484.0,,,,free,,,,suburban,,,,bachelor,,,,level1,,,,4.0,,,,cauc,,,,11.0,,,,21.0,,
136170,female,afam,1980 Q3,,,regular,regular,,,,644.0,,,,614.0,,,free,free,,,rural,rural,,,bachelor,bachelor,,,level1,probation,,,19.0,3.0,,,cauc,cauc,,,24.0,24.0,,,57.0,57.0
136187,female,cauc,1980 Q3,small,,,,463.0,,,,454.0,,,,non-free,,,,urban,,,,master,,,,level1,,,,7.0,,,,cauc,,,,6.0,,,,9.0,,,
136208,female,afam,1978 Q1,,regular+aide,regular+aide,,,503.0,520.0,,,458.0,486.0,,,free,,,,inner-city,inner-city,,,bachelor,master,,,level1,level1,,,35.0,32.0,,,afam,afam,,,11.0,11.0,,,30.0,30.0,
136215,female,cauc,1979 Q4,regular+aide,,,,424.0,,,,494.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,12.0,,,,cauc,,,,6.0,,,,8.0,,,
136236,female,cauc,1980 Q2,regular,regular,small,small,427.0,477.0,545.0,618.0,478.0,518.0,556.0,603.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,12.0,1.0,27.0,23.0,cauc,cauc,afam,cauc,22.0,22.0,22.0,22.0,52.0,52.0,52.0,52.0
136247,female,cauc,1979 Q4,regular,,,,443.0,,,,500.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,0.0,,,,cauc,,,,11.0,,,,17.0,,,
136272,female,afam,1980 Q1,regular,regular+aide,,,419.0,433.0,,,429.0,481.0,,,free,free,,,inner-city,inner-city,,,bachelor,master,,,level1,level3,,,11.0,24.0,,,cauc,cauc,,,11.0,11.0,,,22.0,22.0,,
136279,female,cauc,1979 Q4,small,,,,407.0,,,,454.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,6.0,,,,cauc,,,,36.0,,,,71.0,,,
136299,male,afam,1979 Q3,,regular,,,,457.0,,,,505.0,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,9.0,,,,afam,,,,11.0,,,,15.0,,
136310,male,afam,1978 Q4,,,,regular,,,,599.0,,,,601.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,26.0,,,,afam,,,,11.0,,,,31.0
136331,male,afam,1980 Q3,regular,regular+aide,regular+aide,,403.0,448.0,527.0,,468.0,470.0,494.0,,free,non-free,free,,suburban,suburban,suburban,,bachelor,bachelor,master,,apprentice,level1,level1,,1.0,19.0,18.0,,afam,cauc,afam,,11.0,11.0,11.0,,21.0,21.0,21.0,
136343,female,cauc,1978 Q4,,small,small,,,453.0,544.0,,,490.0,550.0,,,free,free,,,suburban,suburban,,,bachelor,master,,,probation,level1,,,1.0,11.0,,,afam,cauc,,,11.0,11.0,,,25.0,25.0,
136365,female,afam,1980 Q2,,regular,regular,,,509.0,560.0,,,470.0,523.0,,,free,free,,,suburban,suburban,,,bachelor,bachelor,,,level1,notladder,,,16.0,12.0,,,cauc,cauc,,,11.0,11.0,,,17.0,17.0,
136381,male,afam,1980 Q2,,small,small,small,,524.0,582.0,595.0,,549.0,582.0,624.0,,non-free,free,free,,rural,rural,rural,,bachelor,bachelor,master,,level1,level1,level1,,15.0,18.0,12.0,,cauc,cauc,cauc,,30.0,30.0,30.0,,63.0,63.0,63.0
136390,female,afam,1979 Q4,,,regular+aide,regular+aide,,,560.0,597.0,,,556.0,594.0,,,free,non-free,,,inner-city,inner-city,,,master,master,,,level1,level2,,,13.0,13.0,,,cauc,afam,,,11.0,11.0,,,26.0,26.0
136414,female,afam,1980 Q2,regular+aide,regular,,regular+aide,492.0,629.0,,647.0,478.0,542.0,,678.0,free,free,,free,inner-city,inner-city,,suburban,bachelor,bachelor,,master,level1,apprentice,,level1,16.0,1.0,,22.0,afam,cauc,,afam,11.0,11.0,,11.0,22.0,22.0,,24.0
136426,female,cauc,1980 Q3,small,,,,419.0,,,,444.0,,,,free,,,,rural,,,,master,,,,level1,,,,12.0,,,,cauc,,,,4.0,,,,6.0,,,
136447,male,cauc,1980 Q1,,regular+aide,small,small,,,,,,,,642.0,,free,free,free,,rural,rural,rural,,bachelor,master,master,,level3,level3,level1,,17.0,14.0,17.0,,cauc,cauc,cauc,,35.0,35.0,35.0,,70.0,70.0,70.0
136457,male,afam,1978 Q3,,,,regular,,,,567.0,,,,604.0,,,,free,,,,inner-city,,,,master,,,,level3,,,,25.0,,,,afam,,,,11.0,,,,32.0
136475,male,cauc,1980 Q3,small,,,,,,,,,,,,free,,,,urban,,,,master+,,,,level1,,,,12.0,,,,cauc,,,,7.0,,,,10.0,,,
136496,male,cauc,1980 Q1,regular+aide,,,,407.0,,,,449.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,4.0,,,,cauc,,,,29.0,,,,62.0,,,
136502,female,cauc,1979 Q4,regular+aide,regular,regular,regular,427.0,482.0,552.0,554.0,489.0,535.0,565.0,585.0,free,free,,free,urban,urban,urban,urban,,bachelor,bachelor,bachelor,,level1,level1,probation,,17.0,28.0,1.0,,cauc,cauc,cauc,20.0,20.0,20.0,20.0,48.0,48.0,48.0,48.0
136524,male,afam,1980 Q2,,,regular+aide,regular+aide,,,611.0,633.0,,,546.0,585.0,,,free,free,,,inner-city,inner-city,,,master,master,,,level1,level2,,,13.0,13.0,,,cauc,afam,,,11.0,11.0,,,26.0,26.0
136542,male,cauc,1980 Q2,regular+aide,regular,,regular,430.0,501.0,,,429.0,507.0,,,non-free,non-free,,non-free,suburban,suburban,,suburban,bachelor,bachelor,,bachelor,level1,probation,,level1,3.0,0.0,,22.0,cauc,cauc,,cauc,25.0,25.0,,25.0,58.0,58.0,,58.0
136555,female,afam,1980 Q3,regular,regular,regular,regular,430.0,527.0,562.0,590.0,528.0,520.0,590.0,586.0,free,free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,,level1,notladder,level1,4.0,11.0,4.0,7.0,cauc,cauc,afam,afam,11.0,11.0,11.0,11.0,20.0,20.0,20.0,20.0
136570,female,cauc,1980 Q3,regular+aide,,,,440.0,,,,454.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,17.0,,,,cauc,,,,18.0,,,,43.0,,,
136582,female,afam,1979 Q4,regular+aide,regular,regular,regular,410.0,536.0,547.0,593.0,439.0,584.0,561.0,604.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,apprentice,11.0,0.0,1.0,3.0,cauc,afam,cauc,cauc,18.0,18.0,18.0,18.0,45.0,45.0,45.0,45.0
136606,female,afam,1979 Q2,,,,small,,,,618.0,,,,655.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,18.0,,,,cauc,,,,24.0,,,,57.0
136619,female,cauc,1980 Q3,regular,,,,386.0,,,,429.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,13.0,,,,cauc,,,,38.0,,,,74.0,,,
136635,female,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,468.0,590.0,643.0,647.0,520.0,542.0,582.0,642.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level3,level1,level3,6.0,16.0,8.0,12.0,cauc,cauc,cauc,cauc,35.0,35.0,35.0,35.0,69.0,69.0,69.0,69.0
136650,female,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,478.0,590.0,593.0,633.0,484.0,532.0,557.0,604.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,10.0,16.0,8.0,15.0,cauc,cauc,cauc,cauc,30.0,30.0,30.0,30.0,63.0,63.0,63.0,63.0
136663,female,cauc,1978 Q4,regular+aide,,,,408.0,,,,484.0,,,,free,,,,rural,,,,master,,,,level1,,,,13.0,,,,cauc,,,,23.0,,,,55.0,,,
136683,female,afam,1979 Q3,,,regular+aide,,,,,,,,,,,,free,,,,suburban,,,,master,,,,level1,,,,19.0,,,,cauc,,,,22.0,,,,54.0,
136705,female,afam,1980 Q1,small,small,small,small,413.0,629.0,,657.0,459.0,584.0,,651.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,master,master,level1,level1,level1,notladder,8.0,8.0,21.0,11.0,cauc,cauc,afam,asian,11.0,11.0,11.0,11.0,28.0,28.0,28.0,28.0
136710,male,cauc,1979 Q4,small,,,,430.0,,,,484.0,,,,non-free,,,,suburban,,,,bachelor,,,,,,,,5.0,,,,cauc,,,,11.0,,,,17.0,,,
136729,male,other,1980 Q3,,,regular,regular,,,604.0,612.0,,,607.0,586.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,master,,,level1,level1,,,4.0,19.0,,,cauc,cauc,,,17.0,17.0,,,41.0,41.0
136745,male,afam,1980 Q3,regular+aide,small,small,regular+aide,,485.0,577.0,602.0,,515.0,554.0,594.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,notladder,level1,level3,20.0,32.0,4.0,23.0,afam,afam,cauc,afam,11.0,11.0,11.0,11.0,27.0,27.0,27.0,16.0
136764,male,afam,1980 Q2,regular+aide,regular,,,,492.0,,,463.0,532.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,bachelor,,,level1,notladder,,,21.0,0.0,,,afam,afam,,,11.0,11.0,,,23.0,23.0,,
136779,female,cauc,1980 Q3,,regular+aide,,,,514.0,,,,572.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,3.0,,,,cauc,,,,23.0,,,,55.0,,
136794,male,cauc,1980 Q3,small,small,small,small,,553.0,637.0,624.0,,567.0,577.0,614.0,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level3,16.0,7.0,10.0,18.0,cauc,cauc,cauc,cauc,36.0,36.0,36.0,36.0,72.0,72.0,72.0,72.0
136811,male,cauc,1979 Q3,,,regular,regular,,,488.0,,,,505.0,,,,free,free,,,rural,rural,,,bachelor,bachelor,,,level1,probation,,,6.0,0.0,,,cauc,cauc,,,9.0,9.0,,,12.0,12.0
136827,male,cauc,1980 Q3,small,small,regular+aide,small,545.0,604.0,659.0,680.0,559.0,601.0,659.0,659.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level3,level1,level3,4.0,26.0,8.0,23.0,cauc,cauc,cauc,cauc,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
136845,male,cauc,1979 Q2,,regular,regular,,,457.0,588.0,,,505.0,632.0,,,free,non-free,,,rural,rural,,,bachelor,bachelor,,,level1,notladder,,,15.0,13.0,,,cauc,cauc,,,6.0,6.0,,,8.0,8.0,
136857,male,,1980 Q3,,,small,,,,,,,,,,,,free,,,,suburban,,,,bachelor,,,,level1,,,,4.0,,,,cauc,,,,11.0,,,,25.0,
136873,female,afam,1980 Q3,small,small,,,,442.0,,,,439.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,level1,probation,,,3.0,2.0,,,afam,afam,,,11.0,11.0,,,28.0,28.0,,
136894,male,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,407.0,501.0,602.0,599.0,405.0,470.0,559.0,585.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,phd,master,level1,notladder,level1,level1,3.0,11.0,15.0,8.0,cauc,cauc,cauc,cauc,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0
136913,female,cauc,1980 Q1,,regular+aide,,,,629.0,,,,572.0,,,,non-free,,,,suburban,,,,master,,,,notladder,,,,18.0,,,,cauc,,,,18.0,,,,43.0,,
136926,male,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,430.0,,554.0,580.0,454.0,463.0,528.0,591.0,free,free,free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,8.0,18.0,6.0,17.0,cauc,cauc,cauc,cauc,14.0,14.0,14.0,14.0,38.0,38.0,38.0,38.0
136935,male,afam,1979 Q4,,regular,,,,530.0,,,,612.0,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,0.0,,,,afam,,,,18.0,,,,45.0,,
136950,male,afam,1979 Q4,small,,,,413.0,,,,473.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,15.0,,,,cauc,,,,23.0,,,,55.0,,,
136976,female,cauc,1979 Q1,small,small,small,small,453.0,463.0,506.0,543.0,559.0,488.0,,528.0,free,free,free,free,rural,rural,rural,rural,specialist,bachelor,bachelor,bachelor,level1,level1,level1,apprentice,14.0,39.0,8.0,0.0,cauc,afam,cauc,cauc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136988,female,cauc,1980 Q2,regular,regular,regular,regular,,651.0,659.0,686.0,,553.0,639.0,667.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,13.0,15.0,10.0,22.0,cauc,cauc,cauc,cauc,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
136998,female,cauc,1979 Q4,regular,regular,regular,regular,437.0,509.0,591.0,631.0,478.0,523.0,577.0,639.0,free,free,free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,13.0,15.0,10.0,22.0,cauc,cauc,cauc,cauc,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
137015,male,cauc,1979 Q4,,,regular+aide,regular+aide,,,618.0,588.0,,,565.0,612.0,,,non-free,free,,,suburban,suburban,,,bachelor,bachelor,,,level1,level1,,,10.0,25.0,,,afam,afam,,,11.0,11.0,,,21.0,21.0
137038,female,afam,1980 Q2,regular,regular,regular,regular+aide,,571.0,604.0,670.0,473.0,,596.0,618.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,bachelor,bachelor,probation,level1,probation,level1,6.0,19.0,2.0,18.0,cauc,cauc,cauc,afam,11.0,11.0,11.0,11.0,33.0,33.0,33.0,33.0
137046,male,cauc,1979 Q4,regular,regular,regular,regular,430.0,507.0,554.0,578.0,439.0,526.0,530.0,588.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,apprentice,probation,level1,4.0,2.0,2.0,13.0,cauc,cauc,cauc,cauc,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0
137073,male,afam,1980 Q1,regular,,,,,,,,,,,,free,,,,inner-city,,,,master,,,,probation,,,,3.0,,,,afam,,,,22.0,,,,53.0,,,
137089,male,cauc,1980 Q1,small,small,small,small,500.0,629.0,709.0,693.0,602.0,627.0,626.0,672.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level2,level1,12.0,8.0,33.0,12.0,cauc,cauc,cauc,cauc,42.0,42.0,42.0,42.0,80.0,80.0,80.0,80.0
137104,male,afam,1980 Q1,,,regular+aide,,,,,,,,,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,4.0,,,,cauc,,,,11.0,,,,28.0,
137115,female,afam,1979 Q3,,,regular,regular,,,512.0,572.0,,,488.0,535.0,,,non-free,free,,,rural,rural,,,master,bachelor,,,level1,level1,,,12.0,5.0,,,afam,cauc,,,1.0,1.0,,,1.0,1.0
137132,female,cauc,1980 Q2,regular+aide,,,,410.0,,,,459.0,,,,non-free,,,,rural,,,,bachelor,,,,level2,,,,27.0,,,,cauc,,,,35.0,,,,70.0,,,
137152,female,cauc,1980 Q1,regular,regular,regular,,467.0,590.0,614.0,,576.0,572.0,607.0,,,non-free,non-free,,rural,rural,rural,,master,bachelor,bachelor,,level1,notladder,notladder,,13.0,12.0,13.0,,,cauc,cauc,,21.0,21.0,21.0,,50.0,50.0,50.0,
137165,male,afam,1980 Q2,,regular,,,,423.0,,,,474.0,,,,free,,,,inner-city,,,,master,,,,probation,,,,3.0,,,,cauc,,,,11.0,,,,19.0,,
137181,male,afam,1980 Q2,,small,small,,,475.0,557.0,,,495.0,557.0,,,free,free,,,inner-city,inner-city,,,master,bachelor,,,level1,level1,,,17.0,5.0,,,cauc,cauc,,,11.0,11.0,,,27.0,27.0,
137200,female,afam,1980 Q1,,regular+aide,,,,533.0,,,,535.0,,,,,,,,rural,,,,bachelor,,,,level1,,,,6.0,,,,cauc,,,,24.0,,,,56.0,,
137215,female,afam,1980 Q1,,,regular+aide,regular+aide,,,575.0,650.0,,,557.0,604.0,,,free,free,,,suburban,suburban,,,master,bachelor,,,level1,level1,,,18.0,25.0,,,afam,afam,,,11.0,11.0,,,21.0,21.0
137225,male,cauc,1979 Q3,,regular+aide,regular+aide,regular+aide,,558.0,584.0,606.0,,542.0,577.0,604.0,,non-free,non-free,non-free,,rural,rural,rural,,specialist,bachelor,bachelor,,level1,level1,level1,,18.0,33.0,7.0,,cauc,cauc,cauc,,39.0,39.0,39.0,,75.0,75.0,75.0
137244,female,afam,1980 Q2,regular,,,,402.0,,,,454.0,,,,non-free,,,,suburban,,,,bachelor,,,,level1,,,,6.0,,,,cauc,,,,11.0,,,,24.0,,,
137257,male,cauc,1980 Q3,regular+aide,,,,431.0,,,,528.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,12.0,,,,cauc,,,,21.0,,,,50.0,,,
137281,female,cauc,1980 Q1,small,small,small,small,433.0,519.0,604.0,629.0,478.0,535.0,620.0,636.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,level1,level1,level1,8.0,14.0,17.0,10.0,cauc,cauc,cauc,cauc,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
137292,female,afam,1980 Q2,regular+aide,regular,regular+aide,,427.0,524.0,611.0,,489.0,572.0,611.0,,free,free,free,,inner-city,inner-city,suburban,,bachelor,bachelor,master,,apprentice,level1,level1,,0.0,4.0,18.0,,cauc,cauc,afam,,11.0,11.0,11.0,,32.0,32.0,21.0,
137306,female,afam,1980 Q3,regular,regular+aide,regular+aide,regular+aide,418.0,516.0,545.0,582.0,478.0,518.0,543.0,577.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,master,bachelor,pending,level1,level1,level1,3.0,6.0,9.0,8.0,cauc,cauc,cauc,cauc,25.0,25.0,25.0,25.0,58.0,58.0,58.0,58.0
137324,male,cauc,1980 Q2,,,regular+aide,regular+aide,,,643.0,670.0,,,611.0,659.0,,,non-free,non-free,,,rural,rural,,,bachelor,master,,,level1,level1,,,14.0,9.0,,,cauc,cauc,,,41.0,41.0,,,79.0,79.0
137337,female,cauc,1980 Q3,regular,,,,437.0,,,,506.0,,,,non-free,,,,urban,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,6.0,,,,9.0,,,
137358,male,afam,1980 Q2,regular,,,,434.0,,,,463.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,7.0,,,,cauc,,,,11.0,,,,28.0,,,
137370,male,cauc,1979 Q3,,regular,,,,469.0,,,,477.0,,,,non-free,,,,urban,,,,bachelor,,,,level1,,,,20.0,,,,cauc,,,,6.0,,,,9.0,,
137387,female,afam,1980 Q3,small,small,small,small,500.0,604.0,584.0,636.0,478.0,578.0,582.0,616.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level1,21.0,3.0,4.0,13.0,cauc,cauc,cauc,afam,11.0,11.0,11.0,11.0,20.0,20.0,20.0,20.0
137409,male,cauc,1980 Q1,regular+aide,,,,,,,,,,,,free,,,,rural,,,,bachelor,,,,level1,,,,10.0,,,,cauc,,,,34.0,,,,68.0,,,
137417,female,cauc,1980 Q3,,,,regular+aide,,,,,,,,,,,,free,,,,rural,,,,master,,,,level1,,,,9.0,,,,cauc,,,,21.0,,,,50.0
137431,female,cauc,1979 Q4,small,small,small,small,456.0,553.0,650.0,654.0,528.0,601.0,648.0,667.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,,level1,level1,level1,level1,14.0,13.0,10.0,30.0,cauc,cauc,cauc,cauc,38.0,38.0,38.0,38.0,74.0,74.0,74.0,74.0
137454,female,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,442.0,524.0,573.0,614.0,459.0,512.0,572.0,624.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,level1,8.0,11.0,6.0,7.0,cauc,cauc,afam,cauc,24.0,24.0,24.0,24.0,57.0,57.0,57.0,57.0
137464,female,afam,1979 Q4,,,regular,,,,,,,,,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,2.0,,,,cauc,,,,11.0,,,,33.0,
137483,female,cauc,1980 Q3,small,small,small,small,436.0,494.0,579.0,657.0,468.0,526.0,579.0,626.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,level1,level1,level1,12.0,15.0,14.0,14.0,cauc,cauc,cauc,cauc,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0
137498,male,cauc,1980 Q3,,,regular,regular,,,659.0,661.0,,,639.0,663.0,,,non-free,non-free,,,rural,rural,,,master,master,,,level1,level2,,,17.0,12.0,,,cauc,cauc,,,41.0,41.0,,,79.0,79.0
137511,female,cauc,1979 Q4,regular+aide,regular,regular,small,419.0,495.0,560.0,641.0,547.0,549.0,548.0,616.0,free,,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,notladder,notladder,level1,12.0,12.0,13.0,15.0,cauc,cauc,cauc,afam,21.0,21.0,21.0,21.0,50.0,50.0,50.0,50.0
137529,male,cauc,1980 Q3,regular,,,,400.0,,,,392.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,4.0,,,,5.0,,,
137547,female,afam,1979 Q3,,,regular,regular+aide,,,518.0,606.0,,,559.0,604.0,,,free,non-free,,,inner-city,inner-city,,,bachelor,master,,,notladder,level3,,,1.0,23.0,,,afam,afam,,,11.0,11.0,,,16.0,16.0
137558,male,afam,1979 Q4,regular+aide,,,,400.0,,,,444.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,11.0,,,,cauc,,,,18.0,,,,45.0,,,
137583,female,afam,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,421.0,497.0,588.0,612.0,459.0,518.0,557.0,593.0,free,free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,,probation,level1,level2,12.0,2.0,9.0,28.0,afam,afam,cauc,cauc,11.0,11.0,11.0,11.0,20.0,20.0,20.0,20.0
137597,female,cauc,1980 Q2,,small,small,small,,507.0,564.0,599.0,,535.0,561.0,629.0,,free,non-free,non-free,,urban,urban,urban,,bachelor,bachelor,bachelor,,level1,level1,level1,,20.0,22.0,8.0,,cauc,cauc,cauc,,6.0,6.0,6.0,,9.0,9.0,9.0
137614,female,cauc,1979 Q2,,regular+aide,regular+aide,regular+aide,,507.0,555.0,588.0,,535.0,530.0,586.0,,non-free,non-free,non-free,,rural,rural,rural,,master,bachelor,bachelor,,level2,level1,level1,,10.0,13.0,30.0,,cauc,cauc,cauc,,1.0,1.0,1.0,,1.0,1.0,1.0
137633,male,afam,1980 Q1,regular,,,,403.0,,,,478.0,,,,free,,,,inner-city,,,,bachelor,,,,,,,,10.0,,,,afam,,,,11.0,,,,18.0,,,
137644,male,afam,1980 Q2,regular,regular,regular,regular+aide,411.0,516.0,547.0,583.0,444.0,493.0,535.0,606.0,non-free,free,free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,apprentice,apprentice,level1,level2,1.0,1.0,12.0,14.0,afam,cauc,afam,afam,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0
137655,male,cauc,1979 Q4,regular,regular,regular,regular+aide,447.0,533.0,588.0,633.0,494.0,601.0,611.0,663.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,11.0,7.0,31.0,14.0,cauc,cauc,cauc,afam,22.0,22.0,22.0,22.0,51.0,51.0,51.0,51.0
137679,female,cauc,1980 Q1,small,,,,,,,,,,,,free,,,,suburban,,,,master,,,,level1,,,,4.0,,,,cauc,,,,18.0,,,,46.0,,,
137686,female,cauc,1979 Q4,,,,regular+aide,,,,680.0,,,,691.0,,,,non-free,,,,urban,,,,master,,,,level1,,,,36.0,,,,cauc,,,,7.0,,,,10.0
137704,female,afam,1978 Q4,small,,,,407.0,,,,449.0,,,,free,,,,inner-city,,,,master,,,,level1,,,,10.0,,,,afam,,,,11.0,,,,18.0,,,
137730,,,,,regular+aide,,,,,,,,,,,,free,,,,inner-city,,,,master,,,,level2,,,,33.0,,,,afam,,,,11.0,,,,16.0,,
137744,female,afam,1978 Q1,,regular,regular,regular,,471.0,554.0,572.0,,502.0,579.0,582.0,,free,free,free,,inner-city,inner-city,inner-city,,bachelor,,bachelor,,probation,,probation,,2.0,,0.0,,afam,,cauc,,11.0,11.0,11.0,,28.0,28.0,28.0
